_id,gender,name,dob,party,district,comments,createdAt,updatedAt
5fe91d086659f903e4e79fa1,Male,Herod Stanislaus,null,5fcb20aabd66d830e82d61ee,5fcb2af7bd66d830e82d61ef,,2020-12-27T23:47:20.932Z,2021-01-31T23:48:23.053Z
5ffb63e4855b0d3d58f80046,Male,Philip Joseph Pierre,1964-03-13T00:00:00.000Z,5fe903c481e77b3b405c5fb4,60172324d7a5c51dc8e3ef19,,2021-01-10T20:30:28.328Z,2021-01-31T21:41:46.163Z
60171d13d7a5c51dc8e3ef0d,Female,Emma Hippolyte,null,5fe903c481e77b3b405c5fb4,60171762d7a5c51dc8e3eefe,,2021-01-31T21:11:47.821Z,2021-01-31T21:11:47.821Z
60171f32d7a5c51dc8e3ef11,Male,Lenard Spider Montoute,null,5fcb20aabd66d830e82d61ee,60171762d7a5c51dc8e3eefe,,2021-01-31T21:20:50.990Z,2021-01-31T21:20:50.990Z
60172074d7a5c51dc8e3ef13,Male,Ezechiel Joseph,,5fcb20aabd66d830e82d61ee,601717a2d7a5c51dc8e3eeff,,2021-01-31T21:26:12.625Z,2021-01-31T21:26:12.625Z
601721c3d7a5c51dc8e3ef15,Female,Alvina Bertram Reynolds,null,5fe903c481e77b3b405c5fb4,601717a2d7a5c51dc8e3eeff,,2021-01-31T21:31:47.907Z,2021-01-31T21:31:47.907Z
601721e0d7a5c51dc8e3ef16,Male,Stephenson King,,5fcb20aabd66d830e82d61ee,601717b3d7a5c51dc8e3ef00,,2021-01-31T21:32:16.929Z,2021-01-31T21:32:16.929Z
601722add7a5c51dc8e3ef18,Male,Stephen John Charlery,null,5fe903c481e77b3b405c5fb4,601717b3d7a5c51dc8e3ef00,,2021-01-31T21:35:41.117Z,2021-01-31T21:35:41.117Z
60172346d7a5c51dc8e3ef1a,Female,Fortuna Cathlina Belrose,null,5fcb20aabd66d830e82d61ee,60172324d7a5c51dc8e3ef19,,2021-01-31T21:38:14.977Z,2021-01-31T21:38:14.977Z
601724fbd7a5c51dc8e3ef1b,Male,Stanley Felix,null,5fe903c481e77b3b405c5fb4,601717cfd7a5c51dc8e3ef01,,2021-01-31T21:45:31.396Z,2021-01-31T21:45:31.396Z
601725b4d7a5c51dc8e3ef1f,Female,Sarah Flood-Beaubrun,null,5fcb20aabd66d830e82d61ee,601717cfd7a5c51dc8e3ef01,,2021-01-31T21:48:36.751Z,2021-01-31T21:48:36.751Z
60172effb561b90e3c80ed5e,Female,Mary Isella Isaac,null,5fcb20aabd66d830e82d61ee,60171a2dd7a5c51dc8e3ef03,,2021-01-31T22:28:15.480Z,2021-01-31T22:28:15.480Z
60173047b561b90e3c80ed5f,Male,Ernest Hilaire,null,5fe903c481e77b3b405c5fb4,60171a2dd7a5c51dc8e3ef03,,2021-01-31T22:33:43.555Z,2021-01-31T22:33:43.555Z
601731c5b561b90e3c80ed60,Male,Saturinus John Victorin,null,5fe903c481e77b3b405c5fb4,60171a47d7a5c51dc8e3ef04,,2021-01-31T22:40:05.432Z,2021-01-31T22:40:05.432Z
6017335eb561b90e3c80ed62,Male,Dominic Francis Fedee,null,5fcb20aabd66d830e82d61ee,60171a47d7a5c51dc8e3ef04,,2021-01-31T22:46:54.755Z,2021-01-31T22:46:54.755Z
6017357cb561b90e3c80ed63,Male,Simon David Gajadhar,null,60171de3d7a5c51dc8e3ef10,5fcb2af7bd66d830e82d61ef,,2021-01-31T22:55:56.295Z,2021-01-31T22:55:56.295Z
601740efa6dac436680c5f34,Male,Harold N. Dalson,null,5fe903c481e77b3b405c5fb4,5fcb2af7bd66d830e82d61ef,,2021-01-31T23:44:47.463Z,2021-01-31T23:44:47.463Z
601741f567cc0b314ce61ae0,Male,John Bradley Felix,null,5fcb20aabd66d830e82d61ee,5fe784ea81e77b3b405c5faa,,2021-01-31T23:49:09.550Z,2021-01-31T23:49:09.550Z
601742ac67cc0b314ce61ae2,Male,Lorne Danquah Cox Theophilus,null,5fe903c481e77b3b405c5fb4,5fe784ea81e77b3b405c5faa,,2021-01-31T23:52:12.727Z,2021-01-31T23:52:12.727Z
601743785ff64b2ed8eedd04,Male,Alva Romanus Baptiste,null,5fe903c481e77b3b405c5fb4,60171a8cd7a5c51dc8e3ef05,,2021-01-31T23:55:36.764Z,2021-01-31T23:55:36.764Z
6017474b5ff64b2ed8eedd05,Male,Francisco Jean Pierre,null,5fcb20aabd66d830e82d61ee,60171a8cd7a5c51dc8e3ef05,,2021-02-01T00:11:55.319Z,2021-02-01T00:11:55.319Z
601747be5ff64b2ed8eedd06,Male,Kenny D. Anthony,null,5fe903c481e77b3b405c5fb4,60171aa8d7a5c51dc8e3ef07,,2021-02-01T00:13:50.281Z,2021-02-01T00:13:50.281Z
6017584f14ca9b39e8076467,Male,Ulric Mondesir,null,5fcb20aabd66d830e82d61ee,60171a9cd7a5c51dc8e3ef06,,2021-02-01T01:24:31.146Z,2021-02-01T01:25:53.855Z
6017587714ca9b39e8076468,Male,Prince Ambrose,,5fcb20aabd66d830e82d61ee,60171aa8d7a5c51dc8e3ef07,,2021-02-01T01:25:11.969Z,2021-02-01T01:25:11.969Z
601758cd14ca9b39e8076469,Male,Moses Jn. Baptiste,null,5fe903c481e77b3b405c5fb4,60171aa8d7a5c51dc8e3ef07,,2021-02-01T01:26:37.416Z,2021-02-01T01:26:37.416Z
60175a6bbdfc2d2c70c1ef8f,Male,Guibon Ferdinand,null,5fe903c481e77b3b405c5fb4,60171ab6d7a5c51dc8e3ef08,,2021-02-01T01:33:31.905Z,2021-02-01T01:33:31.905Z
601760947f9a23252c8d12f1,Male,Allen Michael Chastanet,null,5fcb20aabd66d830e82d61ee,60171ab6d7a5c51dc8e3ef08,,2021-02-01T01:59:48.182Z,2021-02-01T01:59:48.182Z
601760c97f9a23252c8d12f2,Male,Mc Donald Alexander,,60171da1d7a5c51dc8e3ef0f,60171acdd7a5c51dc8e3ef09,,2021-02-01T02:00:41.823Z,2021-02-01T02:00:41.823Z
601767f346e5fc0db011d22f,Female,Jeannine Compton-Antoine,null,60171da1d7a5c51dc8e3ef0f,60171acdd7a5c51dc8e3ef09,,2021-02-01T02:31:15.441Z,2021-02-01T02:33:37.385Z
60176b0999f5a1131c1ee6c3,Male,Hebert Roserie,null,5fe903c481e77b3b405c5fb4,60171acdd7a5c51dc8e3ef09,,2021-02-01T02:44:25.575Z,2021-02-01T02:44:25.575Z
60176b7099f5a1131c1ee6c4,Female,Gale T. C. Rigobert,null,5fcb20aabd66d830e82d61ee,60171acdd7a5c51dc8e3ef09,,2021-02-01T02:46:08.266Z,2021-02-01T02:46:08.266Z
60176bfc99f5a1131c1ee6c5,Male,Caleb Celestin,null,60171da1d7a5c51dc8e3ef0f,60171ad9d7a5c51dc8e3ef0a,,2021-02-01T02:48:28.027Z,2021-02-01T02:48:28.027Z
6028351b113a8d0c1c70db14,Male,Edmund Estephane,null,5fcb20aabd66d830e82d61ee,60171ad9d7a5c51dc8e3ef0a,,2021-02-13T20:22:51.107Z,2021-02-13T20:22:51.107Z
602836c122c1772b0c680b30,Male,Jerome Gedeon,null,5fe903c481e77b3b405c5fb4,60171ad9d7a5c51dc8e3ef0a,,2021-02-13T20:29:53.983Z,2021-02-13T20:29:53.983Z
6028371722c1772b0c680b31,Male,Henry Jimmy,,5fcb20aabd66d830e82d61ee,60171ae5d7a5c51dc8e3ef0b,,2021-02-13T20:31:19.950Z,2021-02-13T21:56:17.586Z
60284d741521203d788c0102,Male,Shawn Andrey Edward,null,5fe903c481e77b3b405c5fb4,60171ae5d7a5c51dc8e3ef0b,,2021-02-13T22:06:44.950Z,2021-02-13T22:06:44.950Z
60284d971521203d788c0103,Male,Guy Eardley Joseph,,5fcb20aabd66d830e82d61ee,60171af7d7a5c51dc8e3ef0c,,2021-02-13T22:07:19.457Z,2021-02-13T22:07:19.457Z
60284dd21521203d788c0105,Male,Joachim Henry,,5fe903c481e77b3b405c5fb4,60171a2dd7a5c51dc8e3ef03,,2021-02-13T22:08:18.353Z,2021-02-13T22:08:18.353Z
6028f52dbe48b504bc4f62c5,Male,Therold Rene Willerd Prudent,null,60171d61d7a5c51dc8e3ef0e,60171762d7a5c51dc8e3eefe,,2021-02-14T10:02:21.812Z,2021-02-14T10:02:21.812Z